DEPT,COURSE,CREDITS,COURSE TITLE,COMPONENT,TIME-START,DAYS,ROOM,INSTRUCTOR,MAX-ENRLNT
PSCI,7051,3,Seminar-The US Congress,SEM,12:00 PM,T,SEE DEPT,"Adler,Edward Scott",15
PSCI,7075,3,Scope and Methods,SEM,12:00 PM,TH,SEE DEPT,"Baird,Vanessa",15
PSCI,7075,3,Scope and Methods,SEM,12:00 PM,TH,SEE DEPT,"Baird,Vanessa",15
PSCI,7085,4,Pol Sci Data Analysis,SEM,2:00 PM,M,SEE DEPT,"Baker,Andrew",15
PSCI,7085,4,Pol Sci Data Analysis,SEM,2:00 PM,M,SEE DEPT,"Baker,Andrew",15
PSCI,7108,3,Special Topics,SEM,5:00 PM,M,HUMN 335,"Fitzgerald,Jennifer L",15
PSCI,7108,3,Special Topics,SEM,9:00 AM,F,SEE DEPT,"Andersson,Krister Par",20
PSCI,7108,3,Special Topics,SEM,5:00 PM,W,HLMS 196,"Harden,Jeffrey Joseph",20
PSCI,7108,3,Special Topics,SEM,3:30 PM,TH,SEE DEPT,"Shannon,Megan",15
PSCI,7108,3,Special Topics,SEM,5:00 PM,M,HUMN 335,"Fitzgerald,Jennifer L",15
PSCI,7108,3,Special Topics,SEM,9:00 AM,F,SEE DEPT,"Andersson,Krister Par",20
PSCI,7108,3,Special Topics,SEM,5:00 PM,W,HLMS 196,"Harden,Jeffrey Joseph",20
PSCI,7108,3,Special Topics,SEM,3:30 PM,TH,SEE DEPT,"Shannon,Megan",15
PSCI,7123,3,Cnflct Behav/Pol of Viol,LEC,2:00 PM,W,SEE DEPT,"Tir,Jaroslav",15
PSCI,7123,3,Cnflct Behav/Pol of Viol,LEC,2:00 PM,W,SEE DEPT,"Tir,Jaroslav",15
PSCI,7155,3,MLE and GLM (Data 3),LEC,3:30 PM,T,HUMN 186,"Harden,Jeffrey Joseph",15
PSCI,7155,3,MLE and GLM (Data 3),LEC,3:30 PM,T,HUMN 186,"Harden,Jeffrey Joseph",15
PSYC,1001,3,General Psychology,LEC,9:30 AM,TTH,MUEN E050,"Ketels,Shaw Lionel",400
PSYC,1001,3,General Psychology,LEC,12:00 PM,MWF,MUEN E050,"Berta,Joseph Emery",400
PSYC,1001,3,General Psychology,LEC,2:00 PM,MWF,MUEN E050,"Martichuski,Diane K",400
PSYC,1001,3,General Psychology,LEC,9:30 AM,TTH,MUEN E050,"Ketels,Shaw Lionel",400
PSYC,1001,3,General Psychology,LEC,12:00 PM,MWF,MUEN E050,"Berta,Joseph Emery",400
PSYC,1001,3,General Psychology,LEC,2:00 PM,MWF,MUEN E050,"Martichuski,Diane K",400
PSYC,2012,3,Biological Psychology,LEC,1:00 PM,MWF,BESC 180,"Allen,David Lehigh",155
PSYC,2012,3,Biological Psychology,LEC,12:30 PM,TTH,HUMN 150,"Berta,Joseph Emery",155
PSYC,2012,3,Biological Psychology,LEC,11:00 AM,MWF,MUEN E0046,"Allen,David Lehigh",116
PSYC,2012,3,Biological Psychology,LEC,1:00 PM,MWF,BESC 180,"Allen,David Lehigh",155
PSYC,2012,3,Biological Psychology,LEC,12:30 PM,TTH,HUMN 150,"Berta,Joseph Emery",155
PSYC,2012,3,Biological Psychology,LEC,11:00 AM,MWF,MUEN E0046,"Allen,David Lehigh",116
PSYC,2111,4,Psychological Statistics,LEC,9:00 AM,MWF,MUEN E0046,"Martichuski,Diane K",110
PSYC,2111,4,Psychological Statistics,LAB,2:00 PM,M,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,4:00 PM,M,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,9:00 AM,T,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,11:00 AM,T,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,11:00 AM,M,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LEC,10:00 AM,MWF,MUEN E0046,"Martichuski,Diane K",110
PSYC,2111,4,Psychological Statistics,LAB,3:00 PM,T,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,8:00 AM,W,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,1:00 PM,W,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,3:00 PM,W,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LEC,3:30 PM,TTH,MUEN E431,"Wolsiefer,Katherine Jo",44
PSYC,2111,4,Psychological Statistics,LAB,3:00 PM,W,MUEN D346,"Wolsiefer,Katherine Jo",22
PSYC,2111,4,Psychological Statistics,LEC,9:00 AM,MWF,MUEN E0046,"Martichuski,Diane K",110
PSYC,2111,4,Psychological Statistics,LAB,2:00 PM,M,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,4:00 PM,M,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,9:00 AM,T,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,11:00 AM,T,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,11:00 AM,M,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LEC,10:00 AM,MWF,MUEN E0046,"Martichuski,Diane K",110
PSYC,2111,4,Psychological Statistics,LAB,3:00 PM,T,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,8:00 AM,W,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,1:00 PM,W,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LAB,3:00 PM,W,MUEN E0014,"Martichuski,Diane K",22
PSYC,2111,4,Psychological Statistics,LEC,3:30 PM,TTH,MUEN E431,"Wolsiefer,Katherine Jo",44
PSYC,2111,4,Psychological Statistics,LAB,3:00 PM,W,MUEN D346,"Wolsiefer,Katherine Jo",22
PSYC,2145,3,Intro Cognitive Psychology,LEC,2:00 PM,TTH,VAC 1B20,"Miyake,Akira",192
PSYC,2145,3,Intro Cognitive Psychology,LEC,3:30 PM,TTH,VAC 1B20,"Berta,Joseph Emery",192
PSYC,2145,3,Intro Cognitive Psychology,LEC,2:00 PM,MWF,EKLC E1B20,"Berta,Joseph Emery",109
PSYC,2145,3,Intro Cognitive Psychology,LEC,2:00 PM,TTH,VAC 1B20,"Miyake,Akira",192
PSYC,2145,3,Intro Cognitive Psychology,LEC,3:30 PM,TTH,VAC 1B20,"Berta,Joseph Emery",192
PSYC,2145,3,Intro Cognitive Psychology,LEC,2:00 PM,MWF,EKLC E1B20,"Berta,Joseph Emery",109
PSYC,2606,3,Social Psychology,LEC,11:00 AM,TTH,VAC 1B20,"Blair,Irene Verna",170
PSYC,2606,3,Social Psychology,LEC,3:30 PM,TTH,RAMY C250,"King,D Brett",170
PSYC,2606,3,Social Psychology,LEC,1:00 PM,MWF,MUEN E0046,"King,D Brett",116
PSYC,2606,3,Social Psychology,LEC,11:00 AM,TTH,VAC 1B20,"Blair,Irene Verna",170
PSYC,2606,3,Social Psychology,LEC,3:30 PM,TTH,RAMY C250,"King,D Brett",170
PSYC,2606,3,Social Psychology,LEC,1:00 PM,MWF,MUEN E0046,"King,D Brett",116
PSYC,3005,3,Cognitive Science,LEC,2:00 PM,TTH,FLMG 156,"Rupert,Robert D",15
PSYC,3005,3,Cognitive Science,LEC,2:00 PM,TTH,FLMG 156,"Rupert,Robert D",15
PSYC,3102,3,Behavioral Genetics,LEC,11:00 AM,TTH,MUEN E064,"Carey,Gregory",40
PSYC,3102,3,Behavioral Genetics,LEC,9:30 AM,TTH,MUEN E431,"Carey,Gregory",40
PSYC,3102,3,Behavioral Genetics,LEC,11:00 AM,TTH,MUEN E064,"Carey,Gregory",40
PSYC,3102,3,Behavioral Genetics,LEC,9:30 AM,TTH,MUEN E431,"Carey,Gregory",40
PSYC,3111,4,Research Methods in Psychology,LAB,1:00 PM,F,MUEN E0014,"Bryan,Angela",23
PSYC,3111,4,Research Methods in Psychology,LAB,4:00 PM,M,MUEN D346,"Bryan,Angela",22
PSYC,3111,4,Research Methods in Psychology,LEC,11:00 AM - 12:15 PM,TTH,ECCR 1B40,"Bryan,Angela",136
PSYC,3111,4,Research Methods in Psychology,LAB,9:00 AM,F,MUEN E0014,"Bryan,Angela",23
PSYC,3111,4,Research Methods in Psychology,LAB,11:00 AM,F,MUEN E0014,"Bryan,Angela",23
PSYC,3111,4,Research Methods in Psychology,LAB,2:00 PM,M,MUEN D346,"Bryan,Angela",22
PSYC,3111,4,Research Methods in Psychology,LEC,11:00 AM - 12:15 PM,TTH,ECCR 1B40,"Bryan,Angela",136
PSYC,3111,4,Research Methods in Psychology,LAB,9:00 AM,F,MUEN E0014,"Bryan,Angela",23
PSYC,3111,4,Research Methods in Psychology,LAB,11:00 AM,F,MUEN E0014,"Bryan,Angela",23
PSYC,3111,4,Research Methods in Psychology,LAB,2:00 PM,M,MUEN D346,"Bryan,Angela",22
PSYC,3303,3,Abnormal Psychology,LEC,9:30 AM,TTH,HLMS 252,"Willcutt,Erik G",135
PSYC,3303,3,Abnormal Psychology,LEC,10:00 AM,MWF,MUEN E417,"Kaufmann,Vyga Genov",47
PSYC,3303,3,Abnormal Psychology,LEC,11:00 AM,MWF,MUEN E417,"Kaufmann,Vyga Genov",47
PSYC,3303,3,Abnormal Psychology,LEC,12:30 PM,TTH,MUEN E431,"Rhee,Soo Hyun",47
PSYC,3303,3,Abnormal Psychology,LEC,9:00 AM,MWF,MUEN E431,"Strife,Samantha",47
PSYC,3456,3,Psychology of Personality,LEC,12:00 PM,MWF,MUEN E0046,"Martichuski,Diane K",116
PSYC,3511,3,History of Psychology,LEC,2:00 PM,TTH,MUEN E0046,"King,D Brett",116
PSYC,3684,3,Developmental Psychology,LEC,11:00 AM,TTH,HLMS 252,"Pierotti,Chelsea",137
PSYC,4021,3,Psyc & Neurscience of Exercise,LEC,12:30 PM,TTH,DUAN G2B47,"Allen,David Lehigh",40
PSYC,4052,4,Behavioral Neuroscience,LEC,9:30 AM,TTH,HUMN 1B80,"Barth,Daniel S",10
PSYC,4052,4,Behavioral Neuroscience,LAB,12:00 PM,F,MUEN E0022,"Barth,Daniel S",2
PSYC,4052,4,Behavioral Neuroscience,LAB,2:00 PM - 3:50 PM,F,MUEN E0022,"Barth,Daniel S",2
PSYC,4052,4,Behavioral Neuroscience,LAB,12:00 PM,W,MUEN E0022,"Barth,Daniel S",3
PSYC,4052,4,Behavioral Neuroscience,LAB,2:00 PM,W,MUEN E0022,"Barth,Daniel S",3
PSYC,4114,3,Educ Psyc & Adolescent Develop,LEC,12:30 PM,TTH,EDUC 220,"Penuel,William Richard",15
PSYC,4145,4,Advanced Cognitive Psychology,LEC,3:00 PM,MW,MUEN E064,"Ketels,Shaw Lionel",40
PSYC,4165,4,Psychology of Perception,LEC,11:00 AM,MWF,MUEN E064,"Harvey,Lewis Orvis",40
PSYC,4165,4,Psychology of Perception,LAB,12:30 PM,T,MUEN D346,"Harvey,Lewis Orvis",20
PSYC,4165,4,Psychology of Perception,LAB,12:30 PM,TH,MUEN D346,"Harvey,Lewis Orvis",20
PSYC,4175,4,Computatnl Cogn Neurosci,LEC,12:30 PM,TTH,MUEN E064,"O'Reilly,Randall Charle",30
PSYC,4175,4,Computatnl Cogn Neurosci,LAB,1:00 PM,F,MUEN D346,"Oines,Leif Dakota",15
PSYC,4376,4,Res Methods/Social Psych,LEC,9:30 AM,TTH,MUEN E432,"Park,Bernadette",40
PSYC,4443,4,Resch Methods Clinical Psyc,LEC,11:00 AM,TTH,MUEN E113,"Smutzler,Natalie D",40
PSYC,4443,4,Resch Methods Clinical Psyc,LEC,12:30 PM,TTH,MUEN E113,"Smutzler,Natalie D",40
PSYC,4521,3,Critical Thinking: Psychology,SEM,3:30 PM,TTH,MUEN E126,"Rhee,Soo Hyun",25
PSYC,4526,3,Social Neuroscience,SEM,3:00 PM - 5:30 PM,W,MUEN E431,"Ito,Tiffany Anne",19
PSYC,4541,3,Special Topics in Psych,LEC,9:30 AM,TTH,MUEN E131,"Whisman,Mark",40
PSYC,4541,3,Special Topics in Psych,LEC,3:00 PM,M,MUEN E431,"Freedman,Michael R",40
PSYC,4541,3,Special Topics in Psych,LEC,2:00 PM,TTH,MUEN E417,"Pittman-Wagers,Justin",40
PSYC,4541,3,Special Topics in Psych,LEC,9:30 AM,TTH,MUEN E113,"Smutzler,Natalie D",40
PSYC,4543,3,Clinical Neuropsych Disorders,SEM,9:30 AM,TTH,MUEN E417,"Richardson,Emily",35
PSYC,4553,3,Women's Mental Health,SEM,11:00 AM,TTH,MUEN E417,"Pittman-Wagers,Justin",47
PSYC,4553,3,Women's Mental Health,SEM,12:30 PM,TTH,MUEN E417,"Pittman-Wagers,Justin",47
PSYC,4560,3,Language Development,LEC,10:00 AM,MWF,MUEN E431,"Boerger,Karin Margaret",6
PSYC,4560,3,Language Development,LEC,11:00 AM,MWF,MUEN E431,"Boerger,Karin Margaret",6
PSYC,4744,4,Methods Developmental Psych,LEC,2:00 PM - 3:15 PM,TTH,MUEN E064,"Munakata,Yuko",40
PSYC,5052,4,Behavioral Neuroscience,LEC,9:30 AM - 10:45 AM,TTH,HUMN 1B80,"Barth,Daniel S",4
PSYC,5052,4,Behavioral Neuroscience,LAB,12:00 PM - 1:50 PM,F,MUEN E0022,"Barth,Daniel S",1
PSYC,5052,4,Behavioral Neuroscience,LAB,2:00 PM - 3:50 PM,F,MUEN E0022,"Barth,Daniel S",1
PSYC,5052,4,Behavioral Neuroscience,LAB,12:00 PM,W,MUEN E0022,"Barth,Daniel S",1
PSYC,5052,4,Behavioral Neuroscience,LAB,2:00 PM,W,MUEN E0022,"Barth,Daniel S",1
PSYC,5131,3,Affective Science,SEM,2:00 PM,M,MUEN D430,"Gruber,June L",16
PSYC,5175,4,Computatnl Cogn Neurosci,LEC,12:30 PM,TTH,MUEN E064,"O'Reilly,Randall Charle",5
PSYC,5175,4,Computatnl Cogn Neurosci,LAB,1:00 PM,F,MUEN D346,"Oines,Leif Dakota",2
PSYC,5541,1,Special Topics in Psych,LEC,11:00 AM,M,SEE DEPT,"Van Boven,Leaf D",30
PSYC,5541,1,Special Topics in Psych,LEC,11:00 AM,M,SEE DEPT,"Gruber,June L",30
PSYC,5606,3,Prosem-Soc/Person Psych,SEM,1:00 PM,W,MUEN E214,"Park,Bernadette",20
PSYC,5606,3,Prosem-Soc/Person Psych,SEM,1:00 PM,W,MUEN E214,,20
PSYC,5685,2,Research Methods Proseminar,SEM,1:00 PM,W,SEE DEPT,"Healy,Alice F",12
PSYC,5741,4,General Statistics,LEC,3:30 PM,TTH,MUEN E113,"Correll,Joshua Raphael",40
PSYC,5835,2,Thinking Proseminar,SEM,11:00 AM,W,SEE DEPT,"Jones,Matthew Carl",13
PSYC,6603,1,Profl Issues in Clinical Psyc,SEM,1:00 PM,M,MUEN E214,"Rhee,Soo Hyun",40
PSYC,6605,1,Cognitive Psyc Research Update,SEM,12:00 PM,M,SEE DEPT,,30
PSYC,6606,1,Professional Issues,SEM,12:00 PM,W,MUEN E214,"Correll,Joshua Raphael",40
PSYC,6761,3,Advanced Structural Equations,LEC,2:00 PM - 4:30 PM,T,DUAN G116,"Friedman,Naomi Paulin",15
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Whisman,Mark",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Rhee,Soo Hyun",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Willcutt,Erik G",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Dimidjian,Sona Armine",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Miklowitz,David J",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Arch,Joanna",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Hutchison,Kent Edward",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Gruber,June L",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Mittal,Vijay",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,,50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Dimidjian,Sona Armine",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Miklowitz,David J",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Arch,Joanna",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Hutchison,Kent Edward",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Gruber,June L",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,"Mittal,Vijay",50
PSYC,6911,3-Jan,Research Practicum,PRA,,TBA,,,50
PSYC,7102,2,Sem-Behavioral Genetics,SEM,2:00 PM,W,SEE DEPT,"Stallings,Michael C",20
PSYC,7102,2,Sem-Behavioral Genetics,SEM,10:00 AM,TH,IBG 210,"Vrieze,Scott Ian",15
PSYC,7102,2,Sem-Behavioral Genetics,SEM,2:00 PM,W,SEE DEPT,"Stallings,Michael C",20
PSYC,7102,2,Sem-Behavioral Genetics,SEM,10:00 AM,TH,IBG 210,"Vrieze,Scott Ian",15
PSYC,7215,3,Sem-Experimental Psychology,SEM,2:00 PM,TTH,MUEN E126,"Wager,Tor Dessart",20
PSYC,7215,3,Sem-Experimental Psychology,SEM,2:00 PM,TTH,MUEN E126,"Wager,Tor Dessart",20
PSYC,7415,2,Cog Sci Rsrch Prac 1,PRA,12:00 PM,W,SEE DEPT,"Sumner,Tamara Ruth",15
PSYC,7415,2,Cog Sci Rsrch Prac 1,PRA,12:00 PM,W,SEE DEPT,"Sumner,Tamara Ruth",15
PSYC,7425,2,Cog Sci Rsrch Prac 2,PRA,12:00 PM,W,SEE DEPT,"Sumner,Tamara Ruth",15
PSYC,7425,2,Cog Sci Rsrch Prac 2,PRA,12:00 PM,W,SEE DEPT,"Sumner,Tamara Ruth",15
PSYC,7536,3,Personality/Social Psychology,SEM,1:00 PM,M,SEE DEPT,"Ito,Tiffany Anne",15
PSYC,7536,3,Personality/Social Psychology,SEM,1:00 PM,M,SEE DEPT,"Ito,Tiffany Anne",15
PSYC,7663,1,Intel Assessment Lab,MLS,,TBA,,"Richardson,Emily",18
PSYC,7663,1,Intel Assessment Lab,MLS,,TBA,,"Richardson,Emily",18
PSYC,7683,3-Jan,Intel Assesmnt/Practicum,PRA,9:00 AM,M,SEE DEPT,"Richardson,Emily",12
PSYC,7683,3-Jan,Intel Assesmnt/Practicum,PRA,9:00 AM,M,SEE DEPT,"Richardson,Emily",12
PSYC,7703,1,Sem-Clinical Psychology,SEM,9:00 AM,W,SEE DEPT,"Dimidjian,Sona Armine",12
PSYC,7703,1,Sem-Clinical Psychology,SEM,9:50 AM,W,SEE DEPT,"Dimidjian,Sona Armine",12
PSYC,7703,1,Sem-Clinical Psychology,SEM,10:40 AM,W,SEE DEPT,"Dimidjian,Sona Armine",12
PSYC,7703,1,Sem-Clinical Psychology,SEM,9:00 AM,W,SEE DEPT,"Dimidjian,Sona Armine",12
PSYC,7703,1,Sem-Clinical Psychology,SEM,9:50 AM,W,SEE DEPT,"Dimidjian,Sona Armine",12
PSYC,7703,1,Sem-Clinical Psychology,SEM,10:40 AM,W,SEE DEPT,"Dimidjian,Sona Armine",12
PSYC,7713,3-Jan,Practicum Clinical Psychology,PRA,,TBA,,"Whisman,Mark",100
PSYC,7713,3-Jan,Practicum Clinical Psychology,PRA,,TBA,,"Strife,Samantha",100
PSYC,7713,3,Practicum Clinical Psychology,PRA,,,,,15
PSYC,7713,3-Jan,Practicum Clinical Psychology,PRA,,,,"Dimidjian,Sona Armine",6
PSYC,7713,3-Jan,Practicum Clinical Psychology,PRA,,TBA,,"Whisman,Mark",100
PSYC,7713,3-Jan,Practicum Clinical Psychology,PRA,,TBA,,"Strife,Samantha",100
PSYC,7713,3,Practicum Clinical Psychology,PRA,,,,,15
PSYC,7713,3-Jan,Practicum Clinical Psychology,PRA,,,,"Dimidjian,Sona Armine",6
PSYC,7775,1,Tpcs-Cognitive Science,SEM,12:00 PM - 2:00 PM,F,MUEN D430,"Sumner,Tamara Ruth",15
PSYC,7775,1,Tpcs-Cognitive Science,SEM,12:00 PM - 2:00 PM,F,MUEN D430,"Sumner,Tamara Ruth",15
PSYC,7793,3-Jan,Child Assessment Practicum,PRA,11:30 AM - 2:00 PM,TH,SEE DEPT,"Chhabildas,Nomita An",6
PSYC,7793,3-Jan,Child Assessment Practicum,PRA,11:30 AM - 2:00 PM,TH,SEE DEPT,"Chhabildas,Nomita An",6
REAL,3000,3,Principles of Real Estate,LEC,9:30 AM,MW,KOBL 235,"Sears,Curtis R",42
REAL,3000,3,Principles of Real Estate,LEC,11:00 AM,MW,KOBL 235,"Sears,Curtis R",42
REAL,3000,3,Principles of Real Estate,LEC,9:30 AM,TTH,KOBL 300,"Sears,Curtis R",45
REAL,3000,3,Principles of Real Estate,LEC,5:00 PM,M,KOBL S127,"Kaboth,Linda",45
REAL,3000,3,Principles of Real Estate,LEC,9:30 AM,MW,KOBL 235,"Sears,Curtis R",42
REAL,3000,3,Principles of Real Estate,LEC,11:00 AM,MW,KOBL 235,"Sears,Curtis R",42
REAL,3000,3,Principles of Real Estate,LEC,9:30 AM,TTH,KOBL 300,"Sears,Curtis R",45
REAL,3000,3,Principles of Real Estate,LEC,5:00 PM,M,KOBL S127,"Kaboth,Linda",45
REAL,4000,3,Real Estate Law,LEC,2:00 PM,MW,KOBL S110,"Sears,Curtis R",60
REAL,4000,3,Real Estate Law,LEC,2:00 PM,MW,KOBL S110,"Sears,Curtis R",60
REAL,4100,3,Finance & Invstmnt Anal,LEC,6:30 PM,M,KOBL 330,"Godley,Matthew Darra",44
REAL,4100,3,Finance & Invstmnt Anal,LEC,5:00 PM - 7:45 PM,T,KOBL 302,"Kaboth,Linda",42
REAL,4100,3,Finance & Invstmnt Anal,LEC,6:30 PM,M,KOBL 330,"Godley,Matthew Darra",44
REAL,4100,3,Finance & Invstmnt Anal,LEC,5:00 PM - 7:45 PM,T,KOBL 302,"Kaboth,Linda",42
REAL,4820,3,Topics:Real Estate Development,LEC,3:30 PM - 6:15 PM,W,KOBL 255,"Hoyt,Eliot Luscombe",50
REAL,4820,3,Topics:Real Estate Development,LEC,3:30 PM - 6:15 PM,W,KOBL 255,"Hoyt,Eliot Luscombe",50
RLST,1620,3,Relig Dimen /Human Exper,LEC,12:30 PM,TTH,HALE 230,"Gill,Sam",88
RLST,1620,3,Relig Dimen /Human Exper,LEC,12:30 PM,TTH,HALE 230,"Gill,Sam",88
RLST,1820,3,Religion/Politic Ancient Egypt,LEC,9:30 AM,TTH,HLMS 211,"Nijhowne,Jeanne M",48
RLST,1820,3,Religion/Politic Ancient Egypt,LEC,9:30 AM,TTH,HLMS 211,"Nijhowne,Jeanne M",48
RLST,2400,3,Religion/Contemp Society,LEC,11:00 AM,MW,ATLS 100,"Carmichael,Lucas Tayl",63
RLST,2400,3,Religion/Contemp Society,LEC,11:00 AM,MW,ATLS 100,"Carmichael,Lucas Tayl",63
RLST,2500,3,Religions in the U.S.,LEC,10:00 AM,MW,HUMN 250,"Walker,Denice Corinne",90
RLST,2500,3,Religions in the U.S.,LEC,10:00 AM,MW,HUMN 250,"Walker,Denice Corinne",90
RLST,2610,3,Religions of India,LEC,12:00 PM,MW,EKLC E1B20,"Biernacki,Loriliai",60
RLST,2610,3,Religions of India,LEC,12:00 PM,MW,EKLC E1B20,"Biernacki,Loriliai",60
RLST,2620,3,Religions of East Asia,LEC,2:00 PM,MW,ATLS 100,"Kinsey,John Robert",90
RLST,2620,3,Religions of East Asia,LEC,2:00 PM,MW,ATLS 100,"Kinsey,John Robert",90
RLST,2700,3,Amer Indian Relig Trdtns,LEC,2:00 PM,TTH,MCOL W100,"Johnson,Gregory B",130
RLST,2700,3,Amer Indian Relig Trdtns,LEC,2:00 PM,TTH,MCOL W100,"Johnson,Gregory B",130
RLST,2800,3,Women and Religion,LEC,3:00 PM,MWF,HALE 270,"Walker,Denice Corinne",60
RLST,2800,3,Women and Religion,LEC,3:00 PM,MWF,HALE 270,"Walker,Denice Corinne",60
RLST,3100,3,Judaism,LEC,11:00 AM,TTH,HUMN 250,"Sacks,Elias R",60
RLST,3100,3,Judaism,LEC,11:00 AM,TTH,HUMN 250,"Sacks,Elias R",60
RLST,3300,3,Foundations of Buddhism,LEC,12:30 PM,TTH,ECCR 265,"Gayley,Antonia",150
RLST,3300,3,Foundations of Buddhism,LEC,12:30 PM,TTH,ECCR 265,"Gayley,Antonia",150
RLST,3600,3,Islam,LEC,9:00 AM,MWF,EDUC 220,"Ali,Aun H",90
RLST,3600,3,Islam,LEC,9:00 AM,MWF,EDUC 220,"Ali,Aun H",90
RLST,3820,3,Topics in Religious Studies,LEC,10:00 AM - 10:50 AM,MWF MUEN E064,,"Boyd,Samuel L",40
RLST,3820,3,Topics in Religious Studies,LEC,10:00 AM - 10:50 AM,MWF MUEN E064,,"Boyd,Samuel L",40
RLST,4030,3,Religions in America,SEM,2:00 PM,TTH,MKNA 204,"Chernus,Ira R",18
RLST,4030,3,Religions in America,SEM,2:00 PM,TTH,MKNA 204,"Chernus,Ira R",18
RLST,4200,3,Topics in Hinduism,SEM,3:00 PM,M,HUMN 270,"Biernacki,Loriliai",10
RLST,4200,3,Topics in Hinduism,SEM,3:00 PM,M,HUMN 270,"Biernacki,Loriliai",10
RLST,4250,3,Topics in Buddhism,SEM,3:00 PM,W,HUMN 270,"Gayley,Antonia",15
RLST,4250,3,Topics in Buddhism,SEM,3:00 PM,W,HUMN 270,"Gayley,Antonia",15
RLST,4260,3,Topics in Judaism,SEM,3:30 PM - 6:00 PM,TH,HUMN 270,"Sacks,Elias R",8
RLST,4260,3,Topics in Judaism,SEM,3:30 PM - 6:00 PM,TH,HUMN 270,"Sacks,Elias R",8
RLST,4810,3,Honor's Thesis,SEM,,,,"Johnson,Gregory B",10
RLST,4810,3,Honor's Thesis,SEM,,,,,10
RLST,4810,3,Honor's Thesis,SEM,,,,,10
RLST,4810,3,Honor's Thesis,SEM,,,,"Gill,Sam",10
RLST,4810,3,Honor's Thesis,SEM,,,,"Johnson,Gregory B",10
RLST,4810,3,Honor's Thesis,SEM,,,,,10
RLST,4810,3,Honor's Thesis,SEM,,,,,10
RLST,4810,3,Honor's Thesis,SEM,,,,"Gill,Sam",10
RLST,5200,3,Topics in Hinduism,SEM,3:00 PM,M,HUMN 270,"Biernacki,Loriliai",10
RLST,5200,3,Topics in Hinduism,SEM,3:00 PM,M,HUMN 270,"Biernacki,Loriliai",10
RLST,5250,3,Topics in Buddhism,SEM,3:00 PM,W,HUMN 270,"Gayley,Antonia",5
RLST,5250,3,Topics in Buddhism,SEM,3:00 PM,W,HUMN 270,"Gayley,Antonia",5
RLST,5260,3,Topics in Judaism,SEM,3:30 PM,TH,HUMN 270,"Sacks,Elias R",8
RLST,5260,3,Topics in Judaism,SEM,3:30 PM,TH,HUMN 270,"Sacks,Elias R",8
RLST,6830,3,Intro/Acad Study/Religin,SEM,9:30 AM - 10:45 AM,TTH,ECON 13,"Gill,Sam",20
RLST,6830,3,Intro/Acad Study/Religin,SEM,9:30 AM - 10:45 AM,TTH,ECON 13,"Gill,Sam",20
RUSS,1010,4,Beginning Russian 1,LEC,12:00 PM,M-TH,MUEN D439,"Gerhard,Julia",22
RUSS,1010,4,Beginning Russian 1,LEC,2:00 PM,M-TH,HUMN 145,"Gerhard,Julia",22
