DEPT,COURSE,CREDITS,COURSE TITLE,COMPONENT,TIME-START,DAYS,ROOM,INSTRUCTOR,MAX-ENRLNT
COM,3750,3,Quantitative Research Methods,LEC,4:00 PM,MW,DUAN G2B41,"Jahn,Jody L",30
COM,3760,3,Rhetorical Criticism,LEC,2:00 PM,TTH,EKLC E1B75,"Skerski,Jamie",30
COM,3760,3,Rhetorical Criticism,LEC,3:30 PM,TTH,EKLC M203,"Hartzell,Stephanie",30
COM,3760,3,Rhetorical Criticism,LEC,5:00 PM,TTH,HLMS 141,"Hartzell,Stephanie",30
COM,3760,3,Rhetorical Criticism,LEC,2:00 PM,TTH,EKLC E1B75,"Skerski,Jamie",30
COM,3760,3,Rhetorical Criticism,LEC,3:30 PM,TTH,EKLC M203,"Hartzell,Stephanie",30
COM,3760,3,Rhetorical Criticism,LEC,5:00 PM,TTH,HLMS 141,"Hartzell,Stephanie",30
COM,4100,3,Sem: Honors Wrt & Rsch,SEM,3:00 PM,W,CLUB 13,"White,Cindy Hagemeie",12
COM,4100,3,Sem: Honors Wrt & Rsch,SEM,3:00 PM,W,CLUB 13,"White,Cindy Hagemeie",12
COM,4220,3,Sem:Functions of Communication,SEM,10:00 AM,MWF,DUAN G1B35,"Boromisza-Habashi,Da",19
COM,4220,3,Sem:Functions of Communication,SEM,10:00 AM,MWF,DUAN G1B35,"Boromisza-Habashi,Da",19
COM,4300,3,Senior Seminar: Rhetoric,LEC,2:00 PM,TTH,GUGG 206,"Flores,Lisa A.",19
COM,4300,3,Senior Seminar: Rhetoric,LEC,2:00 PM,TTH,GUGG 206,"Flores,Lisa A.",19
COM,4510,3,Senior Sem: Interpersonal Comm,SEM,3:00 PM,MW,EDUC 143,"Hickerson,Ruth L",19
COM,4510,3,Senior Sem: Interpersonal Comm,SEM,9:30 AM,TTH,EDUC 132,"White,Cindy Hagemeie",19
COM,4510,3,Senior Sem: Interpersonal Comm,SEM,3:00 PM,MW,EDUC 143,"Hickerson,Ruth L",19
COM,4510,3,Senior Sem: Interpersonal Comm,SEM,9:30 AM,TTH,EDUC 132,"White,Cindy Hagemeie",19
COM,4600,3,Organizational Communication,SEM,11:00 AM,MWF,DUAN G1B27,"Kuhn,Timothy R",19
COM,4600,3,Organizational Communication,SEM,11:00 AM,MWF,DUAN G1B27,"Kuhn,Timothy R",19
COM,4610,3,Comm Stdy: Sci & Technology,SEM,2:00 PM - 2:50 PM,MWF CLRE 212,,"Striphas,Theodore G",19
COM,4610,3,Comm Stdy: Sci & Technology,SEM,2:00 PM - 2:50 PM,MWF CLRE 212,,"Striphas,Theodore G",19
COM,5425,3,Rdgs in Disc & Soc Prac,SEM,2:00 PM,MW,HLMS 77,"Boromisza-Habashi,Da",15
COM,5425,3,Rdgs in Disc & Soc Prac,SEM,2:00 PM,MW,HLMS 77,"Boromisza-Habashi,Da",15
COM,6010,3,Comm Research & Theory,LEC,6:15 PM,W,HLMS 77,"Frey,Lawrence Wayne",15
COM,6010,3,Comm Research & Theory,LEC,6:15 PM,W,HLMS 77,"Frey,Lawrence Wayne",15
COM,6030,3,Qualitative Research Methods,LEC,3:30 PM,W,HLMS 77,"Ashcraft,Karen Lee",15
COM,6030,3,Qualitative Research Methods,LEC,3:30 PM,W,HLMS 77,"Ashcraft,Karen Lee",15
COM,6200,3,Sem-Selected Topics,SEM,3:30 PM,M,HLMS 77,"Pezzullo,Phaedra Car",12
COM,6200,3,Sem-Selected Topics,SEM,6:15 PM,W,HLMS 185,"Striphas,Theodore G",12
COM,6200,3,Sem-Selected Topics,SEM,3:30 PM,M,HLMS 77,"Pezzullo,Phaedra Car",12
COM,6200,3,Sem-Selected Topics,SEM,6:15 PM,W,HLMS 185,"Striphas,Theodore G",12
COM,6470,3,Mtgs: Practs & Problems,SEM,3:30 PM,T,HLMS 77,"Tracy,Karen",12
COM,6470,3,Mtgs: Practs & Problems,SEM,3:30 PM,T,HLMS 77,"Tracy,Karen",12
COM,6730,3,Collab & Dec Mkg in Org,SEM,2:00 PM - 3:15 PM,TTH,HLMS 77,"Koschmann,Matthew A",12
COM,6730,3,Collab & Dec Mkg in Org,SEM,2:00 PM - 3:15 PM,TTH,HLMS 77,"Koschmann,Matthew A",12
COML,5410,3,Translation,LEC,3:30 PM,M,MKNA 112,"Greaney,Patrick",5
COML,5610,3,Intro/Literary Theory,LEC,3:30 PM,T,HALE 235,"Abiragi,Anthony",10
COML,5660,3,Themes/Motifs/Characters,SEM,5:00 PM,TH,HUMN 160,"Bloomfield,Elisabeth M",2
COML,6040,3,Seminar: A Selected Topic,SEM,12:00 PM,W,SEE DEPT,"Cox,Jeffrey N",2
COML,6040,3,Seminar: A Selected Topic,SEM,3:30 PM,T,MKNA 103,"Krauel,Javier",2
COML,6040,3,Seminar: A Selected Topic,SEM,3:30 PM,M,MKNA 103,"Elmore,Peter Michael",2
COML,6190,3,Feminist Methodology,SEM,1:30 PM,TH,COTT 110,"Montoya,Celeste Marie",0
COML 5030,,3,Foundations Crit Theory,SEM,3:30 PM - 6:00 PM,TH,HALE 240,"Stone,Lauren",9
CONV 1990,,0,Convocation Recitals,LEC,,TBA,SEE DEPT,"Austin,James R",20
CSCI,1000,1,CS as Field of Wk & Stdy,LEC,5:00 PM,M,ECCR 1B40,"Black,John",138
CSCI,1300,4,CS 1: Starting Computing,LEC,1:00 PM,MWF,MATH 100,"Hoenigman,Rhonda Ol",235
CSCI,1300,4,CS 1: Starting Computing,LEC,8:00 AM,MWF,DUAN G1B20,"Lewis,Clayton",215
CSCI,1310,4,Computer Sci 1: With Experienc,LEC,1:00 PM,MWF,MUEN E050,"Boese,Elizabeth Sugar",180
CSCI,1310,4,Computer Sci 1: With Experienc,REC,3:00 PM,T,ECCR 211,"Boese,Elizabeth Sugar",30
CSCI,1310,4,Computer Sci 1: With Experienc,REC,4:00 PM,T,ECCR 211,"Boese,Elizabeth Sugar",30
CSCI,1310,4,Computer Sci 1: With Experienc,REC,5:00 PM,T,ECCR 211,"Boese,Elizabeth Sugar",30
CSCI,1310,4,Computer Sci 1: With Experienc,REC,10:00 AM - 10:50 AM,W,ECCR 211,"Boese,Elizabeth Sugar",30
CSCI,1310,4,Computer Sci 1: With Experienc,REC,10:00 AM,TH,ECCR 211,"Boese,Elizabeth Sugar",30
CSCI,1310,4,Computer Sci 1: With Experienc,REC,11:00 AM,TH,ECCR 211,"Boese,Elizabeth Sugar",30
CSCI,1320,4,CS1: Engineering Applications,LEC,8:00 AM,MWF,MUEN E050,"Fleming,Ioana Nicolaes",200
CSCI,1320,4,CS1: Engineering Applications,LEC,8:00 AM,MWF,MUEN E050,"Fleming,Ioana Nicolaes",164
CSCI,1320,0,CS1: Engineering Applications,REC,11:00 AM,T,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,12:00 PM,T,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,3:00 PM,W,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,10:00 AM,TH,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,11:00 AM,TH,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,12:00 PM,TH,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,1:00 PM,TH,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,2:00 PM,TH,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,9:00 AM,F,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,10:00 AM - 10:50 AM,F,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,11:00 AM,F,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,12:00 PM,F,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,1320,0,CS1: Engineering Applications,REC,1:00 PM,F,ECES 107,"Fleming,Ioana Nicolaes",28
CSCI,2270,4,Comp Sci II: Data Struct,LEC,3:00 PM,MWF,MATH 100,"Osborne,Richard",312
CSCI,2270,4,Comp Sci II: Data Struct,REC,8:00 AM,T,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,9:30 AM,T,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,11:00 AM,T,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,12:30 PM,T,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,2:00 PM,T,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,3:30 PM,T,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,5:00 PM,T,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,9:30 AM,TH,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,11:00 AM,TH,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,12:30 PM,TH,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,2:00 PM - 3:15 PM,TH,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,3:30 PM,TH,ECCS 112C,"Osborne,Richard",24
CSCI,2270,4,Comp Sci II: Data Struct,REC,5:00 PM,TH,ECCS 112C,"Osborne,Richard",24
CSCI,2400,4,Computer Systems,LEC,10:00 AM,MWF,GOLD A2B70,"Han,Richard Yehwhei",132
CSCI,2400,4,Computer Systems,LEC,11:00 AM,MWF,ECCR 1B40,"Mishra,Shivakant",132
CSCI,2400,0,Computer Systems,REC,11:00 AM,M,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,12:00 PM,M,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,1:00 PM,M,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,2:00 PM,M,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,3:00 PM,M,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,4:00 PM,M,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,8:00 AM,W,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,9:00 AM,W,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,11:00 AM,W,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,12:00 PM - 12:50 PM,W,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2400,0,Computer Systems,REC,9:00 AM,F,ECCS 112C,"Han,Richard Yehwhei",24
CSCI,2820,3,Linear Algebra with CS Apps,LEC,5:00 PM,TTH,FLMG 157,"Ketelsen,Christian Willy",85
CSCI,2824,3,Discrete Structures,LEC,12:30 PM,TTH,VAC 1B20,"Eisenberg,Michael A",130
CSCI,2824,3,Discrete Structures,LEC,12:30 PM - 1:45 PM,TTH,MUEN E0046,"Fleming,Ioana Nicolaes",116
CSCI,3104,4,Algorithms,REC,2:00 PM,F,KOBL 302,"Lv,Qin",28
CSCI,3104,4,Algorithms,REC,3:00 PM,F,ECCR 108,"Lv,Qin",28
CSCI,3104,4,Algorithms,REC,2:00 PM,F,KOBL 302,"Lv,Qin",28
CSCI,3104,4,Algorithms,REC,3:00 PM,F,ECCR 108,"Lv,Qin",28
CSCI,3112,3-Jan,Human-Centered Comp Prof Dev,PRA,,TBA,,"Lewis,Clayton",65
CSCI,3112,3-Jan,Human-Centered Comp Prof Dev,PRA,,TBA,,"Lewis,Clayton",65
CSCI,3155,4,Princip of Prog Langs,LEC,12:30 PM,TTH,ECCR 245,"Chang,Bor Yuh Evan",105
CSCI,3155,4,Princip of Prog Langs,REC,8:00 AM,W,ECCR 110,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,REC,12:00 PM,W,STAD 112,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,REC,1:00 PM,W,ECCR 139,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,REC,4:00 PM - 4:50 PM,W,ECCR 110,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,REC,3:00 PM,W,ECCR 110,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,LEC,12:30 PM,TTH,ECCR 245,"Chang,Bor Yuh Evan",105
CSCI,3155,4,Princip of Prog Langs,REC,8:00 AM,W,ECCR 110,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,REC,12:00 PM,W,STAD 112,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,REC,1:00 PM,W,ECCR 139,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,REC,4:00 PM - 4:50 PM,W,ECCR 110,"Chang,Bor Yuh Evan",21
CSCI,3155,4,Princip of Prog Langs,REC,3:00 PM,W,ECCR 110,"Chang,Bor Yuh Evan",21
CSCI,3202,3,Intro Artificial Intell,LEC,4:00 PM,MWF,EKLC E1B20,"Hoenigman,Rhonda Ol",100
CSCI,3202,3,Intro Artificial Intell,LEC,4:00 PM,MWF,EKLC E1B20,"Hoenigman,Rhonda Ol",100
CSCI,3287,3,Databases Info Systems,LEC,2:00 PM,MWF,ECCS 1B12,"Osborne,Richard",68
CSCI,3287,3,Databases Info Systems,LEC,2:00 PM,MWF,ECCS 1B12,"Osborne,Richard",68
CSCI,3302,3,Introduction to Robotics,LEC,5:00 PM,M,ECCR 151,"Correll,Nikolaus",42
CSCI,3302,3,Introduction to Robotics,LAB,12:00 PM,F,SEE DEPT,"Correll,Nikolaus",42
CSCI,3302,3,Introduction to Robotics,LEC,5:00 PM,M,ECCR 151,"Correll,Nikolaus",42
CSCI,3302,3,Introduction to Robotics,LAB,12:00 PM,F,SEE DEPT,"Correll,Nikolaus",42
CSCI,3308,3,Software Dev Methods and Tools,LEC,3:00 PM,MF,ECCR 265,"Boese,Elizabeth Sugar",144
CSCI,3308,3,Software Dev Methods and Tools,LAB,5:00 PM,M,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,6:30 PM,T,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,1:00 PM,W,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,3:00 PM,W,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,5:00 PM,W,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,10:00 AM,F,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LEC,3:00 PM,MF,ECCR 265,"Boese,Elizabeth Sugar",144
CSCI,3308,3,Software Dev Methods and Tools,LAB,5:00 PM,M,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,6:30 PM,T,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,1:00 PM,W,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,3:00 PM,W,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,5:00 PM,W,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3308,3,Software Dev Methods and Tools,LAB,10:00 AM,F,ECCS 112C,"Boese,Elizabeth Sugar",24
CSCI,3434,3,Theory of Computation,LEC,5:00 PM,TTH,ECCR 265,"Sankaranarayanan,Srir",40
CSCI,3434,3,Theory of Computation,LEC,5:00 PM,TTH,ECCR 265,"Sankaranarayanan,Srir",40
CSCI,3702,3,Cognitive Science,LEC,2:00 PM - 3:15 PM,TTH,FLMG 156,"Rupert,Robert D",15
CSCI,3702,3,Cognitive Science,LEC,2:00 PM - 3:15 PM,TTH,FLMG 156,"Rupert,Robert D",15
CSCI,3753,4,Operating Systems,LEC,10:00 AM,MWF,ECCR 200,"Miller,Frank W",100
CSCI,3753,4,Operating Systems,REC,12:00 PM,M,STAD 112,"Miller,Frank W",25
CSCI,3753,4,Operating Systems,REC,1:00 PM,M,ECCR 139,"Miller,Frank W",25
CSCI,3753,4,Operating Systems,REC,4:00 PM,M,ECCR 110,"Miller,Frank W",25
CSCI,3753,4,Operating Systems,REC,3:00 PM,M,ECCR 110,"Miller,Frank W",25
CSCI,3753,4,Operating Systems,LEC,10:00 AM,MWF,ECCR 200,"Miller,Frank W",100
CSCI,3753,4,Operating Systems,REC,12:00 PM,M,STAD 112,"Miller,Frank W",25
CSCI,3753,4,Operating Systems,REC,1:00 PM,M,ECCR 139,"Miller,Frank W",25
CSCI,3753,4,Operating Systems,REC,4:00 PM,M,ECCR 110,"Miller,Frank W",25
CSCI,3753,4,Operating Systems,REC,3:00 PM,M,ECCR 110,"Miller,Frank W",25
CSCI,4229,3,Computer Graphics,LEC,5:00 PM,TH,ECCS 1B12,"Schreuder,Willem Adria",65
CSCI,4229,3,Computer Graphics,LEC,5:00 PM,TH,ECCS 1B12,"Schreuder,Willem Adria",65
CSCI,4273,3,Network Systems,LEC,11:00 AM,TTH,ECCS 1B12,"Ha,Sangtae",52
CSCI,4273,3,Network Systems,LEC,11:00 AM,TTH,ECCS 1B12,"Ha,Sangtae",52
CSCI,4308,4,Software Engineering Project 1,LEC,5:30 PM,MW,GOLD A120,"Stafford,Judith Alyce",85
CSCI,4308,4,Software Engineering Project 1,REC,5:30 PM,T,GOLD A120,"Stafford,Judith Alyce",85
CSCI,4308,4,Software Engineering Project 1,LEC,5:30 PM,MW,GOLD A120,"Stafford,Judith Alyce",85
CSCI,4308,4,Software Engineering Project 1,REC,5:30 PM,T,GOLD A120,"Stafford,Judith Alyce",85
CSCI,4328,4,Software Prjct Mgmt/Mentoring,LEC,5:30 PM,MW,SEE DEPT,"Stafford,Judith Alyce",15
CSCI,4328,4,Software Prjct Mgmt/Mentoring,REC,,TBA,SEE DEPT,"Stafford,Judith Alyce",15
CSCI,4328,4,Software Prjct Mgmt/Mentoring,LEC,5:30 PM,MW,SEE DEPT,"Stafford,Judith Alyce",15
CSCI,4328,4,Software Prjct Mgmt/Mentoring,REC,,TBA,SEE DEPT,"Stafford,Judith Alyce",15
CSCI,4338,2,Software Project Management,LEC,5:30 PM,MW,SEE DEPT,"Stafford,Judith Alyce",5
CSCI,4338,2,Software Project Management,LEC,5:30 PM,MW,SEE DEPT,"Stafford,Judith Alyce",5
CSCI,4348,4,Entrepreneurial Projects,LEC,2:00 PM,TTH,ECCR 105,"Han,Richard Yehwhei",28
CSCI,4348,4,Entrepreneurial Projects,REC,12:00 PM,F,KOBL 102,"Han,Richard Yehwhei",28
CSCI,4348,4,Entrepreneurial Projects,LEC,2:00 PM,TTH,ECCR 105,"Han,Richard Yehwhei",28
CSCI,4348,4,Entrepreneurial Projects,REC,12:00 PM,F,KOBL 102,"Han,Richard Yehwhei",28
CSCI,4448,3,Object-Oriented Anlysis/Design,LEC,10:00 AM - 10:50 AM,MWF ECCS 1B12,,"Boese,Elizabeth Sugar",54
CSCI,4448,3,Object-Oriented Anlysis/Design,LEC,10:00 AM - 10:50 AM,MWF ECCS 1B12,,"Boese,Elizabeth Sugar",54
CSCI,4576,4,High-Performance Sci Computing,LEC,9:30 AM,TTH,FLMG 104,"Tufo,Henry",23
CSCI,4576,4,High-Performance Sci Computing,LAB,4:00 PM,W,STAD 140,"Tufo,Henry",23
CSCI,4576,4,High-Performance Sci Computing,LEC,9:30 AM,TTH,FLMG 104,"Tufo,Henry",23
CSCI,4576,4,High-Performance Sci Computing,LAB,4:00 PM,W,STAD 140,"Tufo,Henry",23
CSCI,4809,3,Computer Animation,LEC,11:00 AM,TTH,ATLS 104,"King,Roger A",16
CSCI,4809,3,Computer Animation,LEC,11:00 AM,TTH,ATLS 104,"King,Roger A",16
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,2:00 PM,MWF,ECCS 1B28,"Black,John",38
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,9:30 AM,TTH,ECCS 1B12,"Ying,Jordan Boyd-Grab",28
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,4:00 PM,M,DUAN G2B21,"Yeh,Pei Hsiu",30
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,9:30 AM,TTH,DUAN G2B47,"Black,John",22
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,4:30 PM,MW,ECST 1B21,"Kallen-Brown,Jedediah",15
CSCI,4830,1,Spec Tpcs in Computer Science,LEC,9:30 AM - 10:45 AM,T,"DUAN G1B27 Fleming,Ioana Nicolaes",,20
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,2:00 PM,MWF,ECCS 1B28,"Black,John",38
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,9:30 AM,TTH,ECCS 1B12,"Ying,Jordan Boyd-Grab",28
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,4:00 PM,M,DUAN G2B21,"Yeh,Pei Hsiu",30
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,9:30 AM,TTH,DUAN G2B47,"Black,John",22
CSCI,4830,3,Spec Tpcs in Computer Science,LEC,4:30 PM,MW,ECST 1B21,"Kallen-Brown,Jedediah",15
CSCI,4830,1,Spec Tpcs in Computer Science,LEC,9:30 AM - 10:45 AM,T,"DUAN G1B27 Fleming,Ioana Nicolaes",,20
CSCI,5135,3,Computer-Aided Verification,LEC,2:00 PM - 3:15 PM,TTH,ECCR 135,"Somenzi,Fabio",22
CSCI,5135,3,Computer-Aided Verification,LEC,2:00 PM - 3:15 PM,TTH,ECCR 135,"Somenzi,Fabio",22
CSCI,5229,3,Computer Graphics,LEC,5:00 PM - 7:30 PM,TH,ECCS 1B12,"Schreuder,Willem Adria",20
CSCI,5229,3,Computer Graphics,LEC,,,Distance Secti,"Schreuder,Willem Adria",30
CSCI,5229,3,Computer Graphics,LEC,5:00 PM - 7:30 PM,TH,ECCS 1B12,"Schreuder,Willem Adria",20
CSCI,5229,3,Computer Graphics,LEC,,,Distance Secti,"Schreuder,Willem Adria",30
CSCI,5254,3,Convex Optimization,LEC,2:00 PM - 3:15 PM,TTH,FLMG 104,"Chen,Lijun",30
CSCI,5254,3,Convex Optimization,LEC,2:00 PM - 3:15 PM,TTH,FLMG 104,"Chen,Lijun",30
CSCI,5273,3,Network Systems,LEC,11:00 AM - 12:15 PM,TTH,ECCS 1B12,"Ha,Sangtae",28
CSCI,5273,3,Network Systems,LEC,,,Distance Secti,"Ha,Sangtae",30
CSCI,5273,3,Network Systems,LEC,11:00 AM - 12:15 PM,TTH,ECCS 1B12,"Ha,Sangtae",28
CSCI,5273,3,Network Systems,LEC,,,Distance Secti,"Ha,Sangtae",30
CSCI,5340,3,Entrepreneurial Projects,LEC,2:00 PM - 3:15 PM,TTH,ECCR 105,"Han,Richard Yehwhei",10
CSCI,5340,3,Entrepreneurial Projects,LEC,2:00 PM - 3:15 PM,TTH,ECCR 105,"Han,Richard Yehwhei",10
CSCI,5448,3,Object-Oriented Anlysis & Dsgn,LEC,10:00 AM - 10:50 AM,MWF ECCS 1B12,,"Boese,Elizabeth Sugar",36
CSCI,5448,3,Object-Oriented Anlysis & Dsgn,LEC,,,Distance Secti,"Boese,Elizabeth Sugar",30
CSCI,5535,3,Fund Concepts/Prog Lang,LEC,9:30 AM - 10:45 AM,TTH,ECCR 150,"Hammer,Matthew Arth",38
CSCI,5576,4,High-Performance Sci Computing,LEC,9:30 AM - 10:45 AM,TTH,FLMG 104,"Tufo,Henry",25
CSCI,5576,4,High-Performance Sci Computing,LAB,4:00 PM - 5:50 PM,W,STAD 140,"Tufo,Henry",25
CSCI,5606,3,Prin of Num Computation,LEC,3:00 PM - 4:15 PM,MW,ECCR 131,"Cai,Xiao-Chuan",28
CSCI,5608,3,Software Project Mgmt,LEC,5:30 PM - 8:00 PM,M,ECCR 105,"MacMillan,Margaret Re",4
CSCI,5608,3,Software Project Mgmt,LEC,,,Distance Secti,"MacMillan,Margaret Re",30
CSCI,5622,3,Machine Learning,LEC,9:30 AM - 10:45 AM,TTH,ECCS 1B12,"Ying,Jordan Boyd-Grab",52
CSCI,5622,3,Machine Learning,LEC,,,Distance Secti,"Ying,Jordan Boyd-Grab",30
CSCI,5636,3,Num Sol Part Dif Equat,LEC,4:30 PM - 5:45 PM,MW,ECCR 1B08,"Cai,Xiao-Chuan",15
CSCI,5654,3,Linear Program,LEC,9:00 AM - 9:50 AM,MWF MUEN E064,,"Ben Sassi,Mohamed A",35
CSCI,5673,3,Distributed Systems,LEC,3:00 PM - 4:15 PM,MW,ECCS 1B12,"Mishra,Shivakant",35
CSCI,5673,3,Distributed Systems,LEC,,,"Distance Secti Mishra,Shivakant",,30
CSCI,5809,3,Computer Animation,LEC,11:00 AM - 12:15 PM,TTH,ATLS 104,"King,Roger A",6
CSCI,5809,3,Computer Animation,LEC,,,Distance Secti,"King,Roger A",30
CSCI,5817,3,Database Systems,LEC,2:00 PM - 2:50 PM,MWF ECCS 1B12,,"Osborne,Richard",26
CSCI,5817,3,Database Systems,LEC,,,Distance Secti,"Osborne,Richard",30
CSCI,5828,3,Foundations/Sftware Engr,LEC,12:30 PM - 1:45 PM,TTH,ECCS 1B12,"Anderson,Kenneth",50
CSCI,5828,3,Foundations/Sftware Engr,LEC,,,Distance Secti,"Anderson,Kenneth",30
CSCI,5832,3,Natural Lang Processing,LEC,2:00 PM - 3:15 PM,TTH,ECCS 1B28,"Martin,James H",59
CSCI,5832,3,Natural Lang Processing,LEC,,,Distance Secti,"Martin,James H",30
CSCI,5839,3,User-Centered Design & Dev 1,LEC,2:00 PM - 3:15 PM,TTH,ITLL 1B50,"Lewis,Clayton",40
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,2:00 PM - 2:50 PM,MWF ECCS 1B28,,"Black,John",15
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,,,Distance Secti,"Black,John",30
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,12:30 PM - 1:45 PM,TTH,FLMG 104,"Grunwald,Dirk",20
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,3:00 PM - 4:15 PM,MW,ECCR 1B51,"Cerny,Pavol",27
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,5:00 PM - 7:30 PM,T,ECCS 1B14,"Maybee,Mark John",28
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,,TBA,Distance Secti,"Maybee,Mark John",30
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,3:30 PM,TTH,FLMG 104,"Keller,Eric Robert",36
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,6:00 PM,M,ECCR 118,"Sibley,Gabriel Thurston",18
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,6:00 PM,M,ECCR 118,"Heckman,Christoffer R",18
CSCI,7000,3,Current Tpcs in Computer Sci,LEC,9:30 AM,TTH,DUAN G2B47,"Black,John",8
